강북구,삼양동,1130553400,1130510100,31165,30306,30085,29747,29079,26575,25537,24742,23802,23090,22622,yes,미아,0
강북구,미아동,1130553500,1130510100,24116,24014,23756,23591,23431,23228,22814,22723,21997,21685,21546,yes,미아,0
강북구,송중동,1130554500,1130510100,32963,32378,31068,29310,30293,29549,31153,30934,30035,29910,29296,yes,미아,0
강북구,송천동,1130555500,1130510100,31507,30928,30453,30536,29970,29519,28628,27871,26801,25998,25208,yes,미아,0
강북구,삼각산동,1130557500,1130510100,35035,35020,34782,34452,33834,33524,32900,32118,31470,30939,30716,yes,미아,0
강북구,우이동,1130564500,1130510300,21436,21717,21904,22014,21897,21895,21391,21076,20678,20407,20000,yes,수유,0
강북구,인수동,1130566000,1130510300,33651,33811,33332,33089,33129,33046,32461,31545,30563,29916,29361,yes,수유,0
도봉구,쌍문제1동,1132066000,1132010500,22731,22623,22590,22555,22326,22428,22364,22016,21658,21445,21085,no,-1,-1
도봉구,쌍문제2동,1132067000,1132010500,21342,21222,21294,21104,20627,20580,20025,19406,18864,18461,18082,no,-1,-1
도봉구,쌍문제3동,1132068000,1132010500,18357,18180,18028,17762,17482,17406,17262,16922,16768,16934,16651,no,-1,-1
도봉구,쌍문제4동,1132068100,1132010500,21388,21269,21102,20763,20480,20102,19811,19297,18643,18348,18120,no,-1,-1
도봉구,방학제1동,1132069000,1132010600,32130,31600,31622,31371,30730,30563,30056,29236,28912,28410,28005,yes,방학,0
도봉구,방학제2동,1132070000,1132010600,23623,22948,22631,22391,22304,21648,21140,20473,19867,19354,18739,yes,방학,0
도봉구,방학제3동,1132071000,1132010600,31732,31235,30909,30448,29784,29336,28782,27973,27110,26500,26155,yes,방학,0
도봉구,창제1동,1132051100,1132010700,134409,133252,132545,131939,131110,129652,127608,125566,123210,121712,120726,yes,녹천,0
도봉구,도봉제1동,1132052100,1132010800,24102,23731,23526,23628,23383,22839,22293,21810,21210,20622,20209,yes,도봉,0
도봉구,도봉제2동,1132052200,1132010800,30795,30114,29771,29224,29319,29028,28677,27920,26962,26359,26156,yes,도봉,0
노원구,월계1동,1135056000,1135010200,88796,87591,86292,83889,83676,82244,81938,81461,79829,78506,77588,yes,광운대,0
노원구,공릉1동,1135059500,1135010300,40484,40339,39942,40220,40028,39990,39040,38324,37277,37184,36683,yes,태릉입구,0
노원구,공릉2동,1135060000,1135010300,46738,46120,45297,44747,41895,41539,41071,40360,41004,42538,42361,yes,태릉입구,0
노원구,하계1동,1135061100,1135010400,30548,30003,29635,29914,29899,29901,29305,27965,27036,26982,26723,yes,하계,0
노원구,하계2동,1135061200,1135010400,25529,25304,25078,24778,24393,23852,23318,22723,22034,21642,21369,yes,하계,0
노원구,중계본동,1135061900,1135010600,29658,29161,28567,28026,27449,26863,25875,24942,24009,23477,23131,yes,중계,0
노원구,중계1동,1135062100,1135010600,30571,30124,29782,29363,28828,28351,28061,27556,26877,26580,26425,yes,중계,0
노원구,중계4동,1135062400,1135010500,22335,22842,22707,22336,22098,21841,21324,20752,19975,19601,19306,yes,당고개,0
노원구,상계1동,1135063000,1135010500,44029,43376,42935,42402,41695,41010,40121,39204,38275,37857,36995,yes,당고개,0
노원구,상계2동,1135064000,1135010500,22574,22483,22250,22171,21926,21624,21220,20692,20143,19629,19266,yes,당고개,0
노원구,상계5동,1135067000,1135010500,24084,23769,28084,27742,27048,26230,25483,24797,24077,23737,23157,yes,당고개,0
노원구,상계8동,1135070000,1135010500,26646,26207,26026,25627,25143,24427,23953,22963,22598,22344,21892,yes,당고개,0
노원구,상계9동,1135071000,1135010500,24552,24156,23848,23300,22854,22348,21919,21221,20529,20071,19751,yes,당고개,0
노원구,상계10동,1135072000,1135010500,20345,20059,19709,19155,17446,17021,16619,17631,18731,18477,18246,yes,당고개,0
노원구,중계2.3동,1135062500,1135010600,41977,41126,40388,39542,38764,37786,36763,35586,34326,33497,32618,yes,중계,0
노원구,상계3.4동,1135066500,1135010500,38405,37314,31990,30174,27742,26622,25818,27184,26268,25324,27606,yes,당고개,0
노원구,상계6.7동,1135069500,1135010500,36756,36370,35872,36593,36103,35480,34648,33642,32774,32044,31565,yes,당고개,0
은평구,녹번동,1138051000,1138010200,32991,31163,32347,33068,33053,34901,38411,37815,37164,36884,36511,yes,녹번,0
은평구,불광제1동,1138052000,1138010300,43220,43291,42770,42833,42356,41585,40917,40022,38777,38265,37694,yes,독바위,0
은평구,불광제2동,1138053000,1138010300,29948,29421,29328,29881,30208,29914,29552,28740,27798,27280,26972,yes,독바위,0
